id,citation_id
10.1145/3531146.3533178,10.1145/3551624.3555303
10.1145/3531146.3533179,10.1016/j.engappai.2023.107222
10.1145/3531146.3533179,10.1145/3617694.3623224
10.1145/3531146.3533179,10.1145/3600211.3604719
10.1145/3531146.3533179,10.1145/3593013.3594104
10.1145/3531146.3533179,10.1145/3593013.3594074
10.1145/3531146.3533179,10.1145/3593013.3594054
10.1145/3531146.3533179,10.1007/s10677-023-10390-4
10.1145/3531146.3533179,10.1109/ICAAIC56838.2023.10141019
10.1145/3531146.3533179,10.1038/s43856-023-00263-3
10.1145/3531146.3533179,10.1145/3576050.3576119
10.1145/3531146.3533179,10.1109/SaTML54575.2023.00049
10.1145/3531146.3533179,10.1109/ACCESS.2023.3244741
10.1145/3531146.3533179,10.1038/s43856-022-00214-4
10.1145/3531146.3533179,10.3390/systems10050167
10.1145/3531146.3533179,10.1145/3514094.3534159
10.1145/3531146.3533179,10.1109/ACCESS.2022.3218715
10.1145/3531146.3533180,10.1145/3631326
10.1145/3531146.3533180,10.5555/3618408.3620230
10.1145/3531146.3533180,10.1145/3593013.3594091
10.1145/3531146.3533180,10.1145/3593013.3594036
10.1145/3531146.3533180,10.1007/978-3-031-30545-0_1
10.1145/3531146.3533181,10.1371/journal.pone.0284336
10.1145/3531146.3533181,10.1145/3544548.3581010
10.1145/3531146.3533182,10.1145/3610578
10.1145/3531146.3533182,10.1145/3610219
10.1145/3531146.3533182,10.1145/3610206
10.1145/3531146.3533182,10.1145/3593013.3594043
10.1145/3531146.3533182,10.1145/3593013.3594010
10.1145/3531146.3533182,10.1145/3593013.3593994
10.1145/3531146.3533182,10.1145/3593013.3593978
10.1145/3531146.3533182,10.1145/3544548.3581393
10.1145/3531146.3533182,10.1145/3544548.3581318
10.1145/3531146.3533182,10.1145/3544548.3581161
10.1145/3531146.3533182,10.1145/3544548.3580959
10.1145/3531146.3533182,10.1145/3544548.3580805
10.1145/3531146.3533182,10.1145/3651990
10.1145/3531146.3533183,10.24963/ijcai.2023/799
10.1145/3531146.3533183,10.1145/3600211.3604695
10.1145/3531146.3533183,10.1145/3600211.3604672
10.1145/3531146.3533183,10.1145/3600211.3604666
10.1145/3531146.3533183,10.1145/3593013.3593985
10.1145/3531146.3533183,10.1145/3514094.3534162
10.1145/3531146.3533185,10.24963/ijcai.2023/799
10.1145/3531146.3533185,10.2139/ssrn.4443189
10.1145/3531146.3533185,10.1145/3514094.3534162
10.1145/3531146.3533186,10.1145/3600211.3604673
10.1145/3531146.3533186,10.1145/3593013.3594033
10.1145/3531146.3533186,10.1145/3593013.3594022
10.1145/3531146.3533186,10.1145/3544548.3581407
10.1145/3531146.3533186,10.1145/3544548.3580970
10.1145/3531146.3533186,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533188,10.1145/3595292
10.1145/3531146.3533188,10.1145/3539618.3592070
10.1145/3531146.3533189,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533189,10.1145/3581641.3584082
10.1145/3531146.3533189,10.1145/3563359.3597380
10.1145/3531146.3533189,10.1145/3593013.3594054
10.1145/3531146.3533190,10.3389/fdata.2023.1135191
10.1145/3531146.3533192,10.1145/3576915.3616679
10.1145/3531146.3533192,10.1007/978-3-031-49008-8_7
10.1145/3531146.3533192,10.1145/3593013.3594049
10.1145/3531146.3533193,10.1145/3534561
10.1145/3531146.3533193,10.1145/3603555.3608561
10.1145/3531146.3533193,10.1145/3565472.3592959
10.1145/3531146.3533193,10.1145/3593013.3594033
10.1145/3531146.3533193,10.1145/3577011
10.1145/3531146.3533193,10.1145/3544548.3581513
10.1145/3531146.3533193,10.1145/3544548.3581001
10.1145/3531146.3533193,10.1145/3544548.3580694
10.1145/3531146.3533193,10.1145/3544548.3580682
10.1145/3531146.3533193,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533193,10.1109/VAHC57815.2022.10108522
10.1145/3531146.3533193,10.3390/diagnostics12102512
10.1145/3531146.3533194,10.1145/3584931.3608436
10.1145/3531146.3533194,10.1145/3600211.3604718
10.1145/3531146.3533194,10.1145/3600211.3604681
10.1145/3531146.3533194,10.1145/3600211.3604661
10.1145/3531146.3533194,10.1145/3593013.3594083
10.1145/3531146.3533194,10.1145/3593013.3594060
10.1145/3531146.3533194,10.1145/3593013.3594038
10.1145/3531146.3533194,10.1145/3593013.3594033
10.1145/3531146.3533194,10.1145/3593013.3594012
10.1145/3531146.3533194,10.1145/3593013.3594010
10.1145/3531146.3533194,10.1145/3555163
10.1145/3531146.3533196,10.1145/3593013.3593978
10.1145/3531146.3533196,10.1145/3565995.3566046
10.1145/3531146.3533197,10.1145/3626252.3630815
10.1145/3531146.3533197,10.1145/3604237.3626900
10.1145/3531146.3533197,10.1145/3593013.3593985
10.1145/3531146.3533197,10.1145/3511047.3538031
10.1145/3531146.3533197,10.1145/3632121
10.1145/3531146.3533199,10.1145/3631326
10.1145/3531146.3533199,10.1145/3617694.3623247
10.1145/3531146.3533200,10.1145/3600211.3604673
10.1145/3531146.3533200,10.1145/3593013.3594074
10.1145/3531146.3533200,10.1145/3593013.3594016
10.1145/3531146.3533200,10.1145/3544549.3585834
10.1145/3531146.3533201,10.1145/3593013.3594093
10.1145/3531146.3533201,10.1145/3593013.3594090
10.1145/3531146.3533202,10.1145/3610977.3635000
10.1145/3531146.3533202,10.1109/MIS.2023.3320433
10.1145/3531146.3533202,10.1145/3593013.3594052
10.1145/3531146.3533202,10.1145/3593013.3594010
10.1145/3531146.3533202,10.1145/3593013.3593978
10.1145/3531146.3533202,10.1145/3544548.3581506
10.1145/3531146.3533202,10.1145/3544548.3581001
10.1145/3531146.3533202,10.1136/jme-2023-108945
10.1145/3531146.3533202,10.1136/jme-2022-108371
10.1145/3531146.3533202,10.1016/j.jbi.2023.104299
10.1145/3531146.3533202,10.1007/s11023-023-09628-y
10.1145/3531146.3533202,10.1075/is.22019.cos
10.1145/3531146.3533202,10.1109/ACCESS.2022.3196917
10.1145/3531146.3533203,10.1145/3593013.3594019
10.1145/3531146.3533203,10.3390/s23125485
10.1145/3531146.3533204,10.1145/3593013.3594033
10.1145/3531146.3533204,10.1145/3593013.3593998
10.1145/3531146.3533204,10.1109/ICSE-SEIS58686.2023.00019
10.1145/3531146.3533204,10.1109/ICSE48619.2023.00136
10.1145/3531146.3533205,10.1145/3600211.3604673
10.1145/3531146.3533205,10.1145/3593013.3594090
10.1145/3531146.3533205,10.1145/3593013.3594013
10.1145/3531146.3533205,10.1177/13675494231168177
10.1145/3531146.3533205,10.1016/j.ipm.2022.103219
10.1145/3531146.3533205,10.22367/jem.2022.44.18
10.1145/3531146.3533206,10.1145/3593013.3593996
10.1145/3531146.3533207,10.1145/3600211.3604705
10.1145/3531146.3533207,10.1145/3600211.3604684
10.1145/3531146.3533207,10.1145/3563657.3596097
10.1145/3531146.3533207,10.1145/3593013.3594022
10.1145/3531146.3533207,10.1145/3593013.3594010
10.1145/3531146.3533207,10.1007/s11229-023-04189-0
10.1145/3531146.3533207,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533209,10.1007/s10115-023-02003-4
10.1145/3531146.3533209,10.1145/3631326
10.1145/3531146.3533211,10.1145/3631326
10.1145/3531146.3533211,10.1145/3593013.3594080
10.1145/3531146.3533213,10.1145/3636555.3636868
10.1145/3531146.3533213,10.1145/3617694.3623239
10.1145/3531146.3533213,10.1145/3617694.3623237
10.1145/3531146.3533213,10.1145/3617694.3623234
10.1145/3531146.3533213,10.1145/3610209
10.1145/3531146.3533213,10.1145/3600211.3604702
10.1145/3531146.3533213,10.1145/3600211.3604673
10.1145/3531146.3533213,10.1145/3580305.3599489
10.1145/3531146.3533213,10.5555/3618408.3619032
10.1145/3531146.3533213,10.1145/3593013.3594114
10.1145/3531146.3533213,10.1145/3593013.3594084
10.1145/3531146.3533213,10.1145/3593013.3594079
10.1145/3531146.3533213,10.1145/3593013.3594038
10.1145/3531146.3533213,10.1145/3593013.3593994
10.1145/3531146.3533213,10.1145/3593013.3593990
10.1145/3531146.3533213,10.1145/3593013.3593986
10.1145/3531146.3533213,10.1007/s43681-023-00289-2
10.1145/3531146.3533213,10.1111/tgis.13045
10.1145/3531146.3533213,10.1145/3544549.3583747
10.1145/3531146.3533213,10.1145/3544548.3582074
10.1145/3531146.3533213,10.1145/3544548.3581407
10.1145/3531146.3533213,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533213,10.1017/dap.2022.39
10.1145/3531146.3533213,10.1145/3555625
10.1145/3531146.3533213,10.1007/s44206-022-00016-0
10.1145/3531146.3533215,10.1145/3626314
10.1145/3531146.3533215,10.1145/3600211.3604673
10.1145/3531146.3533216,10.1145/3643829
10.1145/3531146.3533216,10.1145/3543873.3587364
10.1145/3531146.3533216,10.1145/3543507.3583290
10.1145/3531146.3533217,10.1007/978-3-031-26438-2_17
10.1145/3531146.3533217,10.1109/MIS.2023.3283169
10.1145/3531146.3533217,10.5555/3618408.3619652
10.1145/3531146.3533217,10.3390/info13070318
10.1145/3531146.3533217,10.20525/ijrbs.v11i6.1961
10.1145/3531146.3533218,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533218,10.1109/ICASSP49357.2023.10094984
10.1145/3531146.3533218,10.1145/3593013.3594010
10.1145/3531146.3533218,10.1145/3544548.3581161
10.1145/3531146.3533218,10.1145/3582515.3609518
10.1145/3531146.3533218,10.1145/3583780.3614885
10.1145/3531146.3533221,10.1145/3593013.3594111
10.1145/3531146.3533221,10.1145/3544549.3585727
10.1145/3531146.3533223,10.1145/3636509
10.1145/3531146.3533225,10.1145/3631326
10.1145/3531146.3533226,10.1145/3624700
10.1145/3531146.3533226,10.1145/3597199
10.1145/3531146.3533226,10.1145/3594739.3610677
10.1145/3531146.3533226,10.1145/3588001.3609368
10.1145/3531146.3533226,10.1080/15265161.2023.2207516
10.1145/3531146.3533226,10.1145/3593013.3594110
10.1145/3531146.3533226,10.1145/3593013.3594091
10.1145/3531146.3533226,10.1145/3593013.3594090
10.1145/3531146.3533226,10.1145/3593013.3594015
10.1145/3531146.3533226,10.1145/3593013.3594005
10.1145/3531146.3533226,10.1007/978-3-031-23223-7_2
10.1145/3531146.3533226,10.1007/s44206-022-00017-z
10.1145/3531146.3533229,10.1145/3617694.3623226
10.1145/3531146.3533229,10.1145/3600211.3604658
10.1145/3531146.3533229,10.1145/3593013.3594067
10.1145/3531146.3533229,10.1145/3593013.3594033
10.1145/3531146.3533229,10.1007/s43681-023-00289-2
10.1145/3531146.3533229,10.1016/j.eng.2023.04.004
10.1145/3531146.3533229,10.1126/science.ade2420
10.1145/3531146.3533229,10.1016/j.ejro.2023.100494
10.1145/3531146.3533230,10.1145/3617694.3623262
10.1145/3531146.3533230,10.1145/3600211.3604698
10.1145/3531146.3533230,10.1145/3593013.3594113
10.1145/3531146.3533230,10.1145/3593013.3594054
10.1145/3531146.3533230,10.1007/s11229-023-04189-0
10.1145/3531146.3533230,10.1145/3544548.3581407
10.1145/3531146.3533230,10.2139/ssrn.4349890
10.1145/3531146.3533231,10.1145/3627508.3638345
10.1145/3531146.3533231,10.1016/j.knosys.2023.111107
10.1145/3531146.3533231,10.1016/j.cola.2023.101209
10.1145/3531146.3533231,10.1145/3593013.3594090
10.1145/3531146.3533231,10.1145/3593013.3594073
10.1145/3531146.3533231,10.1145/3593013.3594049
10.1145/3531146.3533231,10.1145/3593013.3594010
10.1145/3531146.3533231,10.1145/3593013.3593988
10.1145/3531146.3533231,10.1007/s43681-023-00289-2
10.1145/3531146.3533231,10.1002/asi.24765
10.1145/3531146.3533231,10.1145/3544548.3581278
10.1145/3531146.3533231,10.1145/3544548.3580959
10.1145/3531146.3533231,10.1145/3544548.3580645
10.1145/3531146.3533231,10.3389/fcomp.2023.1071174
10.1145/3531146.3533231,10.1108/JD-02-2022-0038
10.1145/3531146.3533231,10.3390/make5010006
10.1145/3531146.3533231,10.1109/ACII55700.2022.9953809
10.1145/3531146.3533231,10.1109/AIPR57179.2022.10092230
10.1145/3531146.3533232,10.1145/3600211.3604664
10.1145/3531146.3533232,10.1145/3593013.3594103
10.1145/3531146.3533232,10.1145/3593013.3593988
10.1145/3531146.3533232,10.1109/TEVC.2022.3225509
10.1145/3531146.3533232,10.1007/978-3-031-30047-9_21
10.1145/3531146.3533232,10.1002/sam.11606
10.1145/3531146.3533232,10.1007/978-3-031-31414-8_2
10.1145/3531146.3533232,10.1038/s43586-022-00172-0
10.1145/3531146.3533233,10.1145/3593013.3593996
10.1145/3531146.3533233,10.1145/3544548.3581407
10.1145/3531146.3533233,10.1145/3544548.3581278
10.1145/3531146.3533233,10.1145/3544548.3580869
10.1145/3531146.3533233,10.1145/3564121.3564801
10.1145/3531146.3533233,10.1109/SOCC56010.2022.9908095
10.1145/3531146.3533233,10.1145/3636509
10.1145/3531146.3533234,10.1145/3632775.3639589
10.1145/3531146.3533234,10.1145/3581784.3607034
10.1145/3531146.3533234,10.1145/3620678.3624644
10.1145/3531146.3533234,10.1145/3584931.3606959
10.1145/3531146.3533234,10.1049/sfw2.12130
10.1145/3531146.3533234,10.1145/3575813.3595203
10.1145/3531146.3533234,10.1038/s42256-023-00670-0
10.1145/3531146.3533234,10.1002/jee.20537
10.1145/3531146.3533234,10.1002/widm.1507
10.1145/3531146.3533234,10.3390/su15119013
10.1145/3531146.3533234,10.3390/su15118918
10.1145/3531146.3533234,10.1016/j.jsis.2023.101774
10.1145/3531146.3533234,10.14512/gaia.32.S1.10
10.1145/3531146.3533234,10.1109/ECCE57851.2023.10101532
10.1145/3531146.3533234,10.1109/ICAIS56108.2023.10073921
10.1145/3531146.3533234,10.2139/ssrn.4430550
10.1145/3531146.3533234,10.1007/978-3-031-27852-5_13
10.1145/3531146.3533234,10.3390/su142416352
10.1145/3531146.3533235,10.1145/3608482
10.1145/3531146.3533235,10.1145/3600160.3600193
10.1145/3531146.3533236,10.1145/3611643.3616257
10.1145/3531146.3533236,10.1145/3631326
10.1145/3531146.3533236,10.1145/3616865
10.1145/3531146.3533236,10.1145/3600211.3604710
10.1145/3531146.3533236,10.1145/3593013.3593985
10.1145/3531146.3533236,10.1609/aaai.v37i13.26798
10.1145/3531146.3533236,10.1109/SaTML54575.2023.00011
10.1145/3531146.3533236,10.1007/978-3-031-27815-0_8
10.1145/3531146.3533237,10.1145/3600211.3604673
10.1145/3531146.3533237,10.1145/3563657.3596004
10.1145/3531146.3533237,10.1145/3593013.3594104
10.1145/3531146.3533237,10.1145/3593013.3594084
10.1145/3531146.3533237,10.1145/3593013.3594066
10.1145/3531146.3533237,10.1108/JD-01-2023-0006
10.1145/3531146.3533237,10.1145/3579460
10.1145/3531146.3533237,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533237,10.1007/s00187-022-00347-6
10.1145/3531146.3533238,10.1145/3608487
10.1145/3531146.3533238,10.1016/j.eswa.2023.121072
10.1145/3531146.3533238,10.1145/3583780.3615011
10.1145/3531146.3533238,10.1016/j.knosys.2023.110699
10.1145/3531146.3533238,10.1145/3600211.3604671
10.1145/3531146.3533238,10.5555/3618408.3618716
10.1145/3531146.3533238,10.5555/3618408.3618520
10.1145/3531146.3533238,10.1145/3539618.3591933
10.1145/3531146.3533238,10.1145/3593013.3594085
10.1145/3531146.3533238,10.1016/j.ipm.2022.103115
10.1145/3531146.3533238,10.1145/3490486.3538287
10.1145/3531146.3533238,10.2139/ssrn.4072912
10.1145/3531146.3533239,10.1145/3617694.3623239
10.1145/3531146.3533239,10.1145/3610107
10.1145/3531146.3533239,10.1145/3593013.3594104
10.1145/3531146.3533239,10.1145/3593013.3594049
10.1145/3531146.3533239,10.1145/3593013.3594037
10.1145/3531146.3533239,10.1145/3544548.3580645
10.1145/3531146.3533239,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533239,10.1038/s42256-022-00596-z
10.1145/3531146.3533239,10.1167/tvst.11.11.20
10.1145/3531146.3533239,10.1038/s42256-022-00559-4
10.1145/3531146.3533239,10.1038/s41591-022-01987-w
10.1145/3531146.3533240,10.5555/3625834.3626038
10.1145/3531146.3533240,10.5555/3625834.3625978
10.1145/3531146.3533240,10.5555/3618408.3620152
10.1145/3531146.3533240,10.1145/3593013.3594111
10.1145/3531146.3533240,10.1145/3544548.3580790
10.1145/3531146.3533240,10.1038/s41467-022-34234-4
10.1145/3531146.3533241,10.1145/3610203
10.1145/3531146.3533241,10.1145/3593013.3594060
10.1145/3531146.3533241,10.1145/3593013.3594012
10.1145/3531146.3533241,10.1145/3593013.3594010
10.1145/3531146.3533241,10.1177/20539517231177620
10.1145/3531146.3533241,10.1145/3531146.3533194
10.1145/3531146.3533242,10.1145/3617694.3623222
10.1145/3531146.3533242,10.1145/3593013.3594090
10.1145/3531146.3533242,10.1145/3593013.3594034
10.1145/3531146.3533243,10.5555/3545946.3598647
10.1145/3531146.3533244,10.1016/j.csl.2023.101582
10.1145/3531146.3533244,10.1145/3632971.3632981
10.1145/3531146.3533244,10.1145/3544548.3581152
10.1145/3531146.3533244,10.1007/s10462-023-10423-5
10.1145/3531146.3533245,10.1007/s11158-022-09570-3
10.1145/3531146.3533779,10.1145/3600211.3604722
10.1145/3531146.3533779,10.1145/3593013.3594002
10.1145/3531146.3533779,10.1145/3593013.3593981
10.1145/3531146.3533779,10.1145/3544548.3581347
10.1145/3531146.3533779,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3533780,10.1007/978-3-031-16624-2_4
10.1145/3531146.3533780,10.1145/3544549.3573844
10.1145/3531146.3533780,10.1145/3544548.3581347
10.1145/3531146.3533780,10.1145/3531146.3533781
10.1145/3531146.3533781,10.1145/3544548.3580903
10.1145/3531146.3534626,10.1007/s43681-022-00229-6
10.1145/3531146.3534626,10.1145/3571884.3603759
10.1145/3531146.3534626,10.1145/3563657.3596111
10.1145/3531146.3534626,10.1145/3593013.3594090
10.1145/3531146.3534626,10.1145/3593013.3594076
10.1145/3531146.3534626,10.1007/s10676-023-09687-w
10.1145/3531146.3534626,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3534627,10.1145/3600211.3604673
10.1145/3531146.3534627,10.1145/3576840.3578316
10.1145/3531146.3534628,10.1111/exsy.13236
10.1145/3531146.3534628,10.1145/3593013.3594081
10.1145/3531146.3534628,10.1145/3593013.3594069
10.1145/3531146.3534628,10.1145/3593013.3594010
10.1145/3531146.3534630,10.1145/3581641.3584090
10.1145/3531146.3534630,10.3389/fcomp.2023.1087929
10.1145/3531146.3534630,10.3390/make5010006
10.1145/3531146.3534630,10.1109/SSCI51031.2022.10022139
10.1145/3531146.3534631,10.1145/3617694.3623261
10.1145/3531146.3534631,10.1145/3600211.3604657
10.1145/3531146.3534631,10.1145/3593013.3594120
10.1145/3531146.3534631,10.1145/3593013.3594071
10.1145/3531146.3534631,10.1145/3593013.3594060
10.1145/3531146.3534631,10.1145/3593013.3594056
10.1145/3531146.3534631,10.1145/3593013.3594054
10.1145/3531146.3534631,10.1145/3593013.3594010
10.1145/3531146.3534631,10.1145/3544549.3573800
10.1145/3531146.3534631,10.1609/aaai.v37i13.26798
10.1145/3531146.3534631,10.1016/j.ijhcs.2022.102954
10.1145/3531146.3534631,10.1145/3500868.3560484
10.1145/3531146.3534631,10.1145/3555623
10.1145/3531146.3534631,10.1145/3531146.3533177
10.1145/3531146.3534632,10.1145/3600211.3604697
10.1145/3531146.3534632,10.1109/IJCNN55064.2022.9892608
10.1145/3531146.3534633,10.1145/3616855.3635819
10.1145/3531146.3534633,10.1145/3624918.3625313
10.1145/3531146.3534633,10.1145/3583780.3614877
10.1145/3531146.3534633,10.1145/3593013.3594091
10.1145/3531146.3534633,10.1145/3593013.3594085
10.1145/3531146.3534634,10.1007/978-3-031-26438-2_16
10.1145/3531146.3534634,10.1145/3547522.3547689
10.1145/3531146.3534635,10.1145/3617694.3623262
10.1145/3531146.3534635,10.1145/3593013.3594010
10.1145/3531146.3534635,10.1007/s11229-023-04189-0
10.1145/3531146.3534636,10.1145/3593013.3594114
10.1145/3531146.3534636,10.1145/3608483
10.1145/3531146.3534636,10.1109/RIVF55975.2022.10013853
10.1145/3531146.3534637,10.1145/3584931.3611276
10.1145/3531146.3534637,10.1145/3600211.3604658
10.1145/3531146.3534637,10.1145/3593013.3594033
10.1145/3531146.3534637,10.1007/s43681-023-00289-2
10.1145/3531146.3534637,10.1016/j.infoandorg.2023.100453
10.1145/3531146.3534638,10.1145/3593013.3594104
10.1145/3531146.3534638,10.1145/3544548.3581152
10.1145/3531146.3534639,10.1145/3611643.3613082
10.1145/3531146.3534639,10.1016/j.health.2023.100183
10.1145/3531146.3534639,10.1145/3610187
10.1145/3531146.3534639,10.1016/j.knosys.2023.110685
10.1145/3531146.3534639,10.1016/j.aei.2023.102024
10.1145/3531146.3534639,10.1002/widm.1495
10.1145/3531146.3534639,10.1145/3593013.3594104
10.1145/3531146.3534639,10.1145/3593013.3594069
10.1145/3531146.3534639,10.1145/3593013.3594054
10.1145/3531146.3534639,10.1145/3593013.3594010
10.1145/3531146.3534639,10.1007/978-3-031-33377-4_13
10.1145/3531146.3534639,10.1111/tgis.13045
10.1145/3531146.3534639,10.3390/info14050265
10.1145/3531146.3534639,10.1145/3581641.3584086
10.1145/3531146.3534639,10.1145/3576050.3576152
10.1145/3531146.3534639,10.3390/app13063412
10.1145/3531146.3534639,10.3389/fpsyg.2023.1069426
10.1145/3531146.3534639,10.3390/bdcc7010032
10.1145/3531146.3534639,10.3390/app13031252
10.1145/3531146.3534639,10.3390/make5010006
10.1145/3531146.3534639,10.1109/ACCESS.2023.3271635
10.1145/3531146.3534639,10.1007/s00766-022-00393-5
10.1145/3531146.3534639,10.1109/MESA55290.2022.10004460
10.1145/3531146.3534639,10.4018/978-1-6684-5092-5.ch008
